Annual Turnover,Cuisine,City,Restaurant Location,Opening Day of Restaurant,Facebook Popularity Quotient,Endorsed By,Instagram Popularity Quotient,Fire Audit,Liquor License Obtained,Situated in a Multi Complex,Dedicated Parking,Open Sitting Available,Resturant Tier,Restaurant Type,Restaurant Theme,Restaurant Zomato Rating,Restaurant City Tier,Order Wait Time,Staff Responsivness,Value for Money,Hygiene Rating,Food Rating,Overall Restaurant Rating,Live Music Rating,Ambience,Lively,Service,Comfortablility,Privacy,Years Since Opening,City_Clean,Country,City_Tier
19500000,"irish,belgian",Kochi/Cochin,Near Party Hub,2009-07-27,69.0,Not Specific,65.0,1,1,0,0,1,2.0,Bar,Greek,2,0,7,5,5,5,8,9.0,,3.0,6,6,8,6,16.019164955509925,kochi,India,Tier 2
12000000,"swedish,greek",Pune,Near Party Hub,2011-09-01,71.33,Not Specific,66.46,1,1,1,1,1,2.0,Bar,Arabian,2,0,8,4,4,5,8,9.0,4.0,6.0,8,7,7,8,13.921971252566735,pune,India,Tier 1
30000000,"welsh,thai",Noida,Near Party Hub,2012-01-04,78.3,Not Specific,81.0,1,1,1,1,1,2.0,Bar,Arabian,3,0,3,6,5,7,5,10.0,5.0,6.0,5,3,1,6,13.579739904175222,noida,India,Tier 1
30000000,"nigerian,cajun",Hyderabad,Near Party Hub,2013-04-21,79.8,Not Specific,78.5,1,1,0,1,1,2.0,Bar,Greek,2,1,3,5,4,4,6,7.0,,7.0,8,6,2,6,12.284736481861739,hyderabad,India,Tier 1
18000000,"turkish,nigerian",Pune,Near Business Hub,2009-08-01,67.8,Not Specific,65.2,1,1,1,1,1,2.0,Bar,Arabian,3,0,8,5,3,4,10,7.0,3.0,8.0,7,3,3,8,16.005475701574266,pune,India,Tier 1
32000000,"tibetan,greek",PUNE,Near Party Hub,2007-12-28,83.2,Tier A Celebrity,72.2,1,1,1,1,1,2.0,Bar,Arabian,2,1,6,5,6,5,7,9.0,5.0,4.0,10,5,2,8,17.598904859685145,pune,India,Tier 1
18000000,"welsh,thai",-1,Near Business Hub,2010-01-25,82.0,Tier A Celebrity,74.4,1,1,1,1,1,1.0,Bar,90's,3,0,5,5,5,6,8,9.0,5.0,6.0,9,5,2,6,15.520876112251882,unknown,Unknown,Other
24500000,"tibetan,greek",New Delhi,Near Party Hub,2011-02-04,68.0,Not Specific,53.0,1,1,1,1,1,2.0,Caffee,Arabian,3,0,7,3,3,3,6,10.0,3.0,8.0,7,6,2,9,14.494182067077345,new delhi,India,Tier 1
37000000,"algerian,algerian",Chandigarh,Near Party Hub,2007-10-03,74.6,Tier A Celebrity,80.8,0,1,1,1,1,2.0,Bar,Greek,3,0,8,5,4,6,9,9.0,,8.0,7,7,3,9,17.83436002737851,chandigarh,India,Tier 2
40000000,"turkish,sapnish",Coimbatore,Near Business Hub,2012-02-07,88.0,Not Specific,92.0,0,1,1,1,0,1.0,Bar,Greek,5,1,7,5,6,7,8,9.0,,7.0,8,5,0,6,13.486652977412732,coimbatore,India,Tier 2
20000000,"irish,belgian",bangalore,Near Party Hub,2010-08-06,94.16,Not Specific,95.5,1,1,1,1,0,2.0,Bar,Greek,4,1,2,3,4,5,10,8.0,3.0,8.0,9,5,2,9,14.992470910335387,bangalore,India,Tier 1
12000000,"irish,belgian",Karnal,Near Party Hub,2009-12-18,82.0,Local Celebrity,72.0,1,1,0,0,1,2.0,Bar,90's,2,0,10,4,4,3,6,8.0,4.0,5.0,8,6,6,4,15.624914442162902,karnal,India,Tier 3
35000000,"welsh,thai",Mumbai,Near Party Hub,2007-08-07,59.0,Not Specific,65.2,0,1,1,1,1,2.0,Bar,Arabian,3,0,8,4,3,5,10,10.0,4.0,6.0,8,4,5,5,17.99041752224504,mumbai,India,Tier 1
18000000,"british,japanese",New Delhi,Near Business Hub,2009-07-30,69.4,Tier A Celebrity,72.4,1,1,1,0,1,2.0,Bar,90's,3,0,4,3,5,4,8,9.0,5.0,4.0,8,3,4,5,16.01095140314853,new delhi,India,Tier 1
24000000,"tibetan,italian",Noida,Near Party Hub,2011-10-09,64.0,Not Specific,77.0,1,1,1,1,1,2.0,Bar,Greek,2,0,5,4,4,5,7,9.0,,4.0,4,6,2,7,13.817932922655714,noida,India,Tier 1
20000000,"british,japanese",Noida,Near Party Hub,2010-02-13,78.57,Tier A Celebrity,71.52,1,1,1,1,0,2.0,Bar,Parsi,3,0,2,5,5,4,10,9.0,3.0,5.0,6,4,5,3,15.468856947296372,noida,India,Tier 1
31000000,"japanese,thai",Hyderabad,Near Business Hub,2009-05-28,76.8,Not Specific,80.8,1,1,1,1,1,2.0,Bar,Arabian,2,1,4,3,3,3,8,6.0,3.0,6.0,7,5,3,7,16.18343600273785,hyderabad,India,Tier 1
65000000,"algerian,korean",LONDON,Near Party Hub,2012-03-13,90.0,Tier A Celebrity,89.4,1,1,0,1,1,1.0,Bar,Arabian,4,0,5,5,5,5,8,9.0,5.0,9.0,10,5,0,6,13.390828199863108,london,UK,Other
18000000,"algerian,belgian",Kota,Near Party Hub,2009-12-27,75.0,Tier A Celebrity,82.4,0,1,1,1,0,2.0,Bar,Greek,3,0,6,4,5,7,6,9.0,,3.0,6,3,7,3,15.600273785078713,kota,India,Tier 2
48000000,"turkish,nigerian",Bangalore,Near Party Hub,2008-03-31,89.0,Not Specific,59.0,1,1,1,0,1,2.0,Bar,Greek,2,0,1,3,3,4,9,7.0,3.0,8.0,7,4,3,8,17.34154688569473,bangalore,India,Tier 1
42000000,"british,belgian",Bangalore,Near Party Hub,2009-06-12,80.16,Not Specific,65.83,1,1,1,1,1,2.0,Bar,Delicio,3,0,6,3,5,4,5,10.0,4.0,6.0,4,4,4,6,16.142368240930868,bangalore,India,Tier 1
18000000,"indian,irish",Lucknow,Near Party Hub,2008-10-04,63.0,Tier A Celebrity,56.0,0,1,1,1,1,2.0,Bar,Nature,2,0,10,6,4,5,9,7.0,,6.0,9,7,6,9,16.829568788501028,lucknow,India,Tier 2
20500000,"tibetan,greek",Noida,Near Party Hub,2011-05-22,76.0,Tier A Celebrity,68.2,1,1,1,0,1,2.0,Bar,Greek,3,0,1,6,4,5,8,,4.0,9.0,8,5,3,8,14.20123203285421,noida,India,Tier 1
31500000,"tibetan,greek",Bangalore,Near Party Hub,2011-02-22,88.2,Tier A Celebrity,76.5,1,1,0,1,1,2.0,Bar,Greek,2,0,5,5,3,5,6,8.0,3.0,5.0,2,1,4,6,14.444900752908966,bangalore,India,Tier 1
7000000,"welsh,thai",Kolkata,Near Party Hub,2009-05-10,70.25,Not Specific,68.6,1,1,1,1,0,2.0,Bar,Arabian,4,1,2,2,4,3,9,7.0,3.0,2.0,7,4,6,4,16.23271731690623,kolkata,India,Tier 1
63000000,"welsh,thai",Mumbai,Near Business Hub,2008-07-06,82.13,Not Specific,78.5,1,1,0,1,1,2.0,Bar,90's,2,1,5,7,6,6,6,9.0,5.0,6.0,6,2,4,8,17.075975359342916,mumbai,India,Tier 1
39500000,"algerian,belgian",Bangalore,Near Party Hub,2007-03-24,92.8,Not Specific,80.0,1,1,1,1,1,2.0,Bar,Greek,3,1,2,4,4,5,10,7.0,3.0,7.0,6,3,3,4,18.362765229295004,bangalore,India,Tier 1
49500000,"peruvian,cuban",hyderabad,Near Business Hub,2009-02-11,91.4,Tier A Celebrity,93.0,1,1,0,0,0,2.0,Bar,Arabian,3,1,9,4,6,6,5,10.0,4.0,6.0,6,2,4,6,16.473648186173854,hyderabad,India,Tier 1
20000000,"british,japanese",Bangalore,Near Business Hub,2010-05-15,84.96,Not Specific,56.17,0,1,1,1,1,2.0,Bar,Arabian,2,0,2,4,4,3,9,10.0,4.0,8.0,9,7,4,8,15.219712525667351,bangalore,India,Tier 1
33500000,"japanese,thai",Pune,Near Party Hub,2010-02-02,68.0,Tier A Celebrity,78.0,0,1,1,0,1,2.0,Bar,90's,2,0,8,5,5,6,9,9.0,6.0,6.0,3,3,5,6,15.498973305954825,pune,India,Tier 1
43000000,"tibetan,greek",Kolkata,Near Business Hub,2007-12-16,61.0,Not Specific,63.0,1,1,1,1,1,2.0,Bar,Chinese,2,0,9,4,3,5,5,9.0,3.0,8.0,7,7,4,8,17.631759069130734,kolkata,India,Tier 1
51000000,"swedish,greek",-1,Near Party Hub,2011-06-05,88.76,Tier A Celebrity,85.2,1,1,1,1,1,1.0,Bar,Arabian,3,0,8,6,5,7,10,9.0,5.0,7.0,6,5,1,5,14.16290212183436,unknown,Unknown,Other
31500000,"chinese,salvadorian",Pune,Near Party Hub,2008-06-29,70.0,Not Specific,72.0,1,1,1,1,1,2.0,Bar,Arabian,1,1,6,4,4,5,10,10.0,4.0,4.0,6,5,3,6,17.09514031485284,pune,India,Tier 1
34000000,"japanese,thai",Kolkata,Near Party Hub,2010-12-31,73.37,Not Specific,66.8,1,1,1,1,1,2.0,Bar,90's,3,1,3,3,4,5,5,7.0,4.0,8.0,10,9,8,9,14.590006844626968,kolkata,India,Tier 1
60000000,"tibetan,italian",Bangalore,Near Business Hub,2010-02-23,95.6,Tier A Celebrity,81.6,0,1,1,1,1,2.0,Bar,Arabian,4,0,2,6,6,7,7,10.0,4.0,6.0,9,8,2,6,15.441478439425051,bangalore,India,Tier 1
15500000,"turkish,nigerian",Bangalore,Near Party Hub,2011-06-14,79.2,Tier A Celebrity,67.2,1,1,1,0,1,2.0,Bar,Greek,2,1,2,5,5,5,8,8.0,,8.0,8,6,2,9,14.13826146475017,bangalore,India,Tier 1
30000000,"tibetan,italian",Mysore,Near Business Hub,2008-06-18,68.6,Tier A Celebrity,71.8,1,1,1,1,1,2.0,Bar,Arabian,3,0,6,4,4,5,9,10.0,4.0,8.0,8,7,0,6,17.125256673511295,mysore,India,Tier 2
14000000,"welsh,thai",Jaipur,Near Business Hub,2009-01-08,84.33,Not Specific,80.8,1,1,1,1,1,2.0,Bar,Arabian,3,1,9,5,5,4,5,9.0,5.0,7.0,9,5,3,8,16.566735112936346,jaipur,India,Tier 2
31500000,"tibetan,italian",Chennai,Near Party Hub,2012-08-04,85.33,Not Specific,89.0,0,1,1,1,1,2.0,Bar,Greek,3,1,2,5,5,5,10,10.0,3.0,7.0,9,5,4,9,12.996577686516085,chennai,India,Tier 1
8000000,"chinese,salvadorian",Ghaziabad,Near Party Hub,2009-10-23,51.6,Not Specific,52.0,0,1,1,0,1,2.0,Caffee,Arabian,3,0,9,5,5,5,8,10.0,4.0,3.0,7,5,5,6,15.7782340862423,ghaziabad,India,Tier 2
36000000,"tibetan,greek",Chennai,Near Party Hub,2006-03-05,78.5,Not Specific,82.0,1,1,1,0,1,2.0,Caffee,Arabian,3,1,3,4,4,4,10,8.0,4.0,8.0,6,6,3,7,19.41409993155373,chennai,India,Tier 1
65000000,"indian,irish",Panchkula,Near Business Hub,2012-09-30,81.3,Tier A Celebrity,77.0,1,1,0,0,0,2.0,Bar,Arabian,3,0,5,4,4,2,5,10.0,4.0,6.0,9,5,2,8,12.840520191649555,panchkula,India,Tier 3
33500000,"british,japanese",Pune,Near Party Hub,2012-04-09,70.76,Not Specific,70.33,0,1,1,0,1,2.0,Bar,Parsi,2,1,8,5,3,2,9,10.0,,5.0,6,6,8,7,13.316906228610542,pune,India,Tier 1
31500000,"welsh,thai",Noida,Near Party Hub,2011-11-27,57.5,Not Specific,59.2,1,1,1,1,1,2.0,Bar,Arabian,3,0,5,3,4,5,10,6.0,5.0,8.0,9,6,4,8,13.683778234086242,noida,India,Tier 1
18000000,"swedish,greek",Bangalore,Near Party Hub,2008-04-29,52.0,Not Specific,56.0,1,1,1,1,1,2.0,Bar,90's,3,0,7,3,3,3,8,7.0,4.0,4.0,8,6,4,5,17.2621492128679,bangalore,India,Tier 1
22000000,"cuban,british",Coimbatore,Near Party Hub,2007-07-22,68.67,Not Specific,59.66,1,1,1,1,1,2.0,Caffee,Arabian,2,0,9,5,4,4,8,7.0,3.0,0.0,0,0,8,0,18.034223134839152,coimbatore,India,Tier 2
14500000,"polish,jewish",Baddi HP,Near Party Hub,2010-07-17,78.8,Tier A Celebrity,65.4,0,1,1,1,0,2.0,Bar,Greek,2,0,7,4,4,6,6,7.0,2.0,8.0,5,6,5,7,15.047227926078028,baddi hp,India,Tier 3
33000000,"tibetan,italian",Bangalore,Near Business Hub,2011-09-23,90.0,Not Specific,94.0,1,1,1,1,1,2.0,Bar,Molino,4,0,3,5,5,4,6,8.0,3.0,6.0,8,7,1,6,13.86173853524983,bangalore,India,Tier 1
28000000,"indian,irish",Bangalore,Near Party Hub,2008-07-27,71.0,Not Specific,83.0,1,1,1,1,1,2.0,Bar,Greek,1,1,9,5,4,4,10,7.0,,4.0,6,4,2,3,17.018480492813143,bangalore,India,Tier 1
31000000,"nigerian,cajun",Pune,Near Party Hub,2010-06-05,82.0,Not Specific,62.7,1,1,1,1,1,2.0,Bar,Parsi,3,0,5,5,4,3,10,6.0,,7.0,7,5,2,5,15.162217659137577,pune,India,Tier 1
13000000,"chinese,salvadorian",Nagari,Near Party Hub,2006-04-28,85.0,Not Specific,60.5,1,1,1,1,1,2.0,Bar,Greek,2,0,7,3,3,4,5,7.0,1.0,5.0,4,4,6,6,19.266255989048595,nagari,India,Tier 3
30000000,"tibetan,greek",Kolkata,Near Party Hub,2007-04-19,64.4,Not Specific,53.0,1,0,1,1,1,2.0,Caffee,Arabian,3,1,4,3,5,6,6,9.0,5.0,6.0,8,3,4,7,18.29158110882957,kolkata,India,Tier 1
11500000,"welsh,thai",Noida,Near Party Hub,2012-02-01,87.0,Not Specific,70.0,0,1,1,1,0,2.0,Bar,Arabian,2,0,4,4,4,4,5,7.0,5.0,4.0,8,2,5,7,13.503080082135524,noida,India,Tier 1
35000000,"tibetan,greek",Bangalore,Near Party Hub,2009-03-02,85.17,Not Specific,77.77,1,1,1,1,1,1.0,Bar,Arabian,2,0,4,5,6,8,10,9.0,4.0,7.0,8,5,4,9,16.421629021218344,bangalore,India,Tier 1
12000000,"peruvian,cuban",Gurgaon,Near Party Hub,2010-04-28,68.6,Not Specific,63.4,1,1,1,0,0,2.0,Bar,Arabian,2,1,2,2,4,4,9,7.0,3.0,6.0,7,5,2,8,15.266255989048597,gurgaon,India,Tier 1
32500000,"tibetan,greek",-1,Near Business Hub,2010-04-10,82.0,Tier A Celebrity,65.0,0,1,1,1,1,2.0,Bar,Savory,3,0,4,4,4,5,6,6.0,4.0,8.0,9,7,1,10,15.315537303216974,unknown,Unknown,Other
36000000,"tibetan,greek",Pune,Near Party Hub,2009-06-19,80.2,Not Specific,74.8,1,1,1,1,1,2.0,Bar,Greek,3,0,3,3,4,6,9,7.0,,4.0,6,5,3,6,16.123203285420946,pune,India,Tier 1
8500000,"irish,belgian",Noida,Near Party Hub,2010-03-06,71.0,Tier A Celebrity,74.0,1,1,1,1,1,2.0,Bar,90's,2,0,4,4,4,4,7,10.0,5.0,5.0,6,4,2,8,15.411362080766597,noida,India,Tier 1
30000000,"tibetan,italian",Mysore,Near Business Hub,2011-12-07,89.5,Not Specific,91.0,1,1,1,1,1,2.0,Bar,Arabian,3,0,9,4,5,5,10,8.0,3.0,9.0,7,6,3,6,13.656399726214921,mysore,India,Tier 2
11000000,"algerian,korean",Nalagarh,Near Party Hub,2009-10-19,74.18,Not Specific,73.0,1,1,1,0,0,2.0,Bar,Greek,3,0,1,3,4,3,9,6.0,,5.0,5,2,6,6,15.789185489390828,nalagarh,India,Tier 3
25000000,"tibetan,greek",Chennai,Near Party Hub,2012-04-17,82.8,Not Specific,78.25,1,1,1,1,1,2.0,Bar,Greek,2,0,8,5,4,4,7,6.0,3.0,6.0,9,6,1,8,13.295003422313483,chennai,India,Tier 1
20000000,"algerian,korean",Noida,Near Business Hub,2009-09-04,89.2,Tier A Celebrity,79.6,1,1,1,1,0,2.0,Bar,Greek,3,0,3,5,4,5,6,8.0,,8.0,6,6,4,5,15.912388774811772,noida,India,Tier 1
10000000,"british,japanese",Mumbai,Near Business Hub,2011-06-25,88.64,Not Specific,61.92,1,1,1,1,0,2.0,Bar,Greek,3,1,2,5,3,3,7,6.0,2.0,7.0,8,5,2,8,14.108145106091717,mumbai,India,Tier 1
50500000,"british,japanese",Mangalore,Near Party Hub,2007-05-20,55.0,Not Specific,69.0,1,1,1,1,1,2.0,Caffee,Arabian,3,0,6,3,3,5,7,9.0,5.0,6.0,7,7,5,7,18.206707734428473,mangalore,India,Tier 2
20000000,"british,japanese",Coimbatore,Near Party Hub,2011-11-17,92.0,Not Specific,89.0,1,1,1,1,1,2.0,Bar,Nature,3,0,6,4,5,4,5,10.0,,9.0,4,3,2,7,13.711156741957563,coimbatore,India,Tier 2
15500000,"algerian,belgian",Kolkata,Near Business Hub,2009-07-28,68.25,Not Specific,61.0,1,1,1,1,0,2.0,Bar,Parsi,3,1,5,4,5,6,10,9.0,3.0,8.0,8,5,3,8,16.016427104722794,kolkata,India,Tier 1
10000000,"indian,irish","Mettur, Tamil Nadu ",Near Party Hub,2009-12-15,90.5,Not Specific,94.9,1,1,1,0,1,2.0,Bar,Nature,3,0,1,5,5,4,6,8.0,,6.0,6,5,4,6,15.633127994524298,"mettur, tamil nadu",India,Tier 3
18000000,"algerian,belgian",Chennai,Near Party Hub,2010-12-22,76.0,Tier A Celebrity,74.0,1,1,0,0,0,2.0,Bar,Molino,3,0,4,4,5,5,7,9.0,,6.0,7,1,3,5,14.614647501711156,chennai,India,Tier 1
10000000,"welsh,thai",Agra,Near Party Hub,2009-03-11,73.0,Tier A Celebrity,68.16,1,1,1,1,1,2.0,Bar,90's,2,0,9,5,4,5,6,9.0,5.0,6.0,7,3,0,6,16.396988364134156,agra,India,Tier 2
18000000,"nigerian,cajun",bengaluru,Near Party Hub,2010-02-08,66.0,Not Specific,65.0,1,1,0,1,1,2.0,Bar,Parsi,1,0,4,2,4,4,10,8.0,3.0,5.0,4,3,2,3,15.482546201232033,bangalore,India,Tier 1
65000000,"indian,irish",Durgapur,Near Party Hub,2004-12-16,89.4,Tier A Celebrity,91.3,0,1,1,1,1,1.0,Bar,Nature,3,0,8,4,4,7,8,10.0,4.0,7.0,7,5,2,7,20.629705681040384,durgapur,India,Tier 2
47000000,"tibetan,greek",Hyderabad,Near Party Hub,2010-02-18,88.0,Not Specific,78.0,1,1,1,1,1,2.0,Bar,Arabian,4,0,5,3,4,6,5,,,3.0,7,5,6,7,15.455167693360712,hyderabad,India,Tier 1
61000000,"chinese,salvadorian",Hyderabad,Near Party Hub,2009-09-29,86.0,Tier A Celebrity,81.6,1,1,1,1,1,2.0,Bar,Arabian,2,1,9,8,5,6,10,6.0,4.0,7.0,8,5,1,9,15.84394250513347,hyderabad,India,Tier 1
20000000,"algerian,algerian",-1,Near Party Hub,2010-07-24,69.0,Not Specific,87.2,1,1,1,1,1,2.0,Bar,Greek,2,0,3,3,4,4,7,,,5.0,3,3,6,1,15.028062970568104,unknown,Unknown,Other
12000000,"tibetan,greek",pondi,Near Party Hub,2009-02-09,68.0,Not Specific,75.0,1,1,1,0,0,2.0,Bar,Arabian,2,0,1,3,4,3,10,6.0,2.0,3.0,8,6,5,7,16.479123887748116,pondi,India,Tier 3
44000000,"tibetan,italian",Pune,Near Party Hub,2006-01-15,68.6,Tier A Celebrity,65.6,1,1,1,1,1,2.0,Caffee,Arabian,2,0,9,5,5,6,8,10.0,4.0,9.0,7,4,1,8,19.548254620123203,pune,India,Tier 1
18000000,"algerian,korean",Greater Noida,Near Party Hub,2010-04-10,78.2,Tier A Celebrity,63.6,1,1,1,1,1,2.0,Bar,90's,2,0,10,5,5,6,5,9.0,5.0,7.0,8,5,2,8,15.315537303216974,noida,India,Tier 1
20000000,"chinese,salvadorian",Noida,Near Party Hub,2011-07-03,71.04,Tier A Celebrity,81.33,1,1,1,1,1,2.0,Bar,Arabian,3,0,3,3,5,4,9,10.0,4.0,9.0,7,5,8,9,14.08624229979466,noida,India,Tier 1
15000000,"tibetan,greek",Greater Noida,Near Party Hub,2009-06-05,58.0,Not Specific,47.2,1,1,1,0,1,2.0,Caffee,Arabian,3,0,7,3,4,3,10,9.0,5.0,9.0,9,7,3,7,16.161533196440793,noida,India,Tier 1
12000000,"hawaiian,latvian",Noida,Near Party Hub,2010-02-03,68.0,Tier A Celebrity,67.0,1,1,1,1,1,2.0,Bar,Greek,2,0,7,4,4,4,10,9.0,,7.0,8,4,0,8,15.496235455167694,noida,India,Tier 1
65000000,"turkish,nigerian",Mumbai,Near Party Hub,2007-05-08,75.46,Local Celebrity,53.83,1,1,1,1,1,1.0,Bar,90's,1,1,6,5,5,6,6,9.0,5.0,8.0,9,6,2,6,18.239561943874058,mumbai,India,Tier 1
39000000,"japanese,thai",Bangalore,Near Party Hub,2008-01-21,77.0,Tier A Celebrity,62.0,1,1,1,1,1,2.0,Bar,Arabian,2,0,2,4,5,5,8,8.0,4.0,8.0,7,6,3,8,17.533196440793976,bangalore,India,Tier 1
30000000,"tibetan,greek",Bangalore,Near Party Hub,2001-07-17,64.43,Not Specific,47.83,1,1,1,1,1,2.0,Caffee,Arabian,3,1,5,3,5,3,10,9.0,5.0,5.0,7,3,2,6,24.046543463381244,bangalore,India,Tier 1
20000000,"turkish,nigerian",Ghaziabad,Near Business Hub,2009-08-23,76.4,Tier A Celebrity,65.5,1,1,1,1,1,2.0,Bar,Greek,1,0,4,4,3,5,6,7.0,,7.0,9,7,8,6,15.945242984257359,ghaziabad,India,Tier 2
18000000,"indian,irish",-1,Near Party Hub,2006-12-21,57.0,Not Specific,58.0,1,1,1,1,1,2.0,Caffee,Arabian,3,0,6,5,5,5,10,9.0,6.0,5.0,5,1,9,6,18.61738535249829,unknown,Unknown,Other
15000000,"tibetan,italian",Bangalore,Near Party Hub,2010-03-31,82.24,Not Specific,62.5,0,1,1,1,1,2.0,Gastro Bar,90's,3,0,8,4,3,3,10,8.0,,8.0,8,5,1,7,15.342915811088295,bangalore,India,Tier 1
30000000,"chinese,salvadorian",Chennai,Near Party Hub,2011-01-22,90.06,Not Specific,92.75,0,1,1,0,1,2.0,Bar,Greek,3,0,2,4,5,6,8,7.0,3.0,5.0,7,7,8,9,14.529774127310061,chennai,India,Tier 1
24000000,"chinese,salvadorian",New Delhi,Near Party Hub,2009-12-27,85.2,Tier A Celebrity,74.6,1,1,1,1,0,1.0,Bar,Arabian,2,1,2,6,5,5,5,9.0,6.0,5.0,8,6,3,6,15.600273785078713,new delhi,India,Tier 1
12000000,"peruvian,cuban",-1,Near Business Hub,2012-04-13,75.0,Not Specific,67.0,1,1,1,1,1,2.0,Bar,Arabian,2,1,4,5,4,4,9,,,9.0,9,7,0,8,13.305954825462011,unknown,Unknown,Other
15000000,"algerian,belgian",New Delhi,Near Party Hub,2005-08-02,65.16,Not Specific,63.0,1,1,1,1,1,2.0,Bar,Greek,2,0,3,4,5,5,7,10.0,,6.0,9,2,2,7,20.00273785078713,new delhi,India,Tier 1
40000000,"indian,irish",-1,Near Party Hub,2009-01-25,83.6,Not Specific,74.8,0,1,1,1,0,2.0,Bar,Arabian,4,1,1,6,6,4,9,9.0,5.0,5.0,7,2,4,6,16.520191649555098,unknown,Unknown,Other
36000000,"indian,irish",Bangalore,Near Party Hub,2007-02-10,64.0,Not Specific,53.0,1,1,1,1,1,2.0,Bar,Arabian,3,0,6,4,6,6,9,10.0,4.0,10.0,8,7,3,8,18.477754962354553,bangalore,India,Tier 1
8000000,"tibetan,italian",Kolkata,Near Business Hub,2008-06-30,67.12,Not Specific,56.8,1,1,0,1,1,2.0,Bar,Greek,3,1,10,4,4,1,9,7.0,,8.0,8,5,3,9,17.09240246406571,kolkata,India,Tier 1
43000000,"tibetan,greek",Bangalore,Near Party Hub,2009-09-26,87.2,Not Specific,79.8,0,1,0,1,1,2.0,Bar,90's,4,0,9,6,4,4,6,7.0,3.0,4.0,4,2,5,5,15.852156057494867,bangalore,India,Tier 1
9500000,"indian,irish",Nagpur ,Near Business Hub,2012-01-30,87.0,Not Specific,78.0,0,1,1,1,0,2.0,Bar,Arabian,3,0,9,5,4,2,5,8.0,3.0,4.0,6,2,4,5,13.508555783709788,nagpur,India,Tier 2
32500000,"tibetan,greek",Pune,Near Party Hub,2010-08-07,92.0,Tier A Celebrity,,1,1,1,1,1,2.0,Bar,Arabian,3,0,4,6,6,6,9,7.0,5.0,6.0,7,1,4,8,14.989733059548255,pune,India,Tier 1
30000000,"japanese,thai",Chennai,Near Party Hub,2011-01-17,86.5,Not Specific,69.16,1,1,1,0,0,2.0,Bar,Greek,2,1,10,3,6,5,9,,3.0,10.0,10,8,0,10,14.543463381245722,chennai,India,Tier 1
57000000,"tibetan,greek",Chennai,Near Party Hub,2008-05-01,77.4,Not Specific,81.6,1,1,1,1,0,2.0,Bar,Arabian,2,0,3,3,5,4,9,10.0,4.0,4.0,8,7,5,6,17.256673511293634,chennai,India,Tier 1
18000000,"welsh,thai",Surat,Near Party Hub,2010-10-31,75.85,Not Specific,77.2,0,1,1,1,1,2.0,Bar,90's,4,1,9,5,5,5,9,9.0,6.0,6.0,8,7,2,9,14.757015742642025,surat,India,Tier 2
45000000,"welsh,thai",Mumbai,Near Party Hub,2009-04-27,74.0,Not Specific,66.0,1,1,1,1,0,2.0,Bar,Arabian,4,0,10,5,5,4,9,10.0,4.0,9.0,8,3,4,7,16.268309377138944,mumbai,India,Tier 1
12000000,"tibetan,greek",Jamshedpur,Near Party Hub,2010-04-03,80.2,Tier A Celebrity,63.44,0,1,1,0,1,2.0,Bar,Arabian,3,0,10,4,4,5,7,10.0,4.0,8.0,7,5,3,7,15.3347022587269,jamshedpur,India,Tier 2
13000000,"tibetan,greek",Kurnool,Near Party Hub,2007-08-06,78.0,Not Specific,83.7,1,1,1,1,1,2.0,Bar,Greek,2,0,3,3,3,4,5,7.0,,6.0,8,7,4,8,17.99315537303217,kurnool,India,Tier 2
40000000,"tibetan,italian",pune,Near Party Hub,2009-07-23,75.2,Tier A Celebrity,71.2,0,1,1,0,1,2.0,Bar,Parsi,1,1,5,7,6,6,6,9.0,,9.0,9,4,1,5,16.030116358658454,pune,India,Tier 1
3500000,"tibetan,italian",Noida,Near Party Hub,2008-11-19,88.0,Tier A Celebrity,80.4,0,1,0,0,1,2.0,Bar,Arabian,4,0,3,5,6,6,8,9.0,6.0,7.0,7,3,4,6,16.70362765229295,noida,India,Tier 1
20000000,"turkish,sapnish",Bangalore,Near Business Hub,2009-05-27,75.0,Not Specific,74.0,1,1,1,1,1,2.0,Bar,Greek,4,1,7,5,5,4,6,8.0,4.0,,6,6,4,6,16.186173853524984,bangalore,India,Tier 1
24000000,"tibetan,greek",Kolkata,Near Party Hub,2010-10-19,76.7,Tier A Celebrity,85.5,1,1,1,0,1,2.0,Bar,90's,4,1,7,5,3,3,6,8.0,4.0,5.0,7,4,3,5,14.789869952087612,kolkata,India,Tier 1
35500000,"tibetan,greek",Gurgaon ,Near Business Hub,2008-03-20,88.8,Tier A Celebrity,78.4,1,1,1,0,1,2.0,Bar,Belise,4,0,7,4,5,5,10,9.0,4.0,8.0,7,5,3,7,17.371663244353183,gurgaon,India,Tier 1
32000000,"indian,irish",Mumbai,Near Business Hub,2009-10-03,90.4,Not Specific,87.05,1,1,1,1,1,2.0,Bar,Parsi,3,0,9,7,6,4,9,9.0,,3.0,3,3,5,3,15.832991101984941,mumbai,India,Tier 1
46000000,"tibetan,greek",Bangalore,Near Party Hub,2009-12-27,87.81,Not Specific,92.08,1,1,1,1,1,2.0,Bar,90's,4,0,8,5,5,4,7,10.0,4.0,3.0,6,5,5,5,15.600273785078713,bangalore,India,Tier 1
23000000,"algerian,algerian",chennai,Near Party Hub,2010-08-27,63.0,Not Specific,60.0,1,1,1,1,1,2.0,Bar,Greek,2,0,10,4,5,3,6,,3.0,6.0,5,5,4,3,14.934976043805612,chennai,India,Tier 1
